assay,target_gene,target_group,primer_F,primer_R,process,pathway,rep_id,timepoint,location,treatment,sample,conc,Ct,gwc,pH,block,log_conc
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,65,5,Karama,Napier + Desmodium,648,46683.13356569079,24.24,0.16,6.25,3,4.669160000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,20,2,Rubona,Brachiaria cv. Mulato II,303,213000.39067432724,21.69,0.13,5.65,1,5.3283804
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,20,2,Rubona,Brachiaria cv. Mulato II,310,34396.89177843906,22.16,0.11,5.55,2,4.536519199999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,20,2,Rubona,Brachiaria cv. Mulato II,317,202059.65168165273,21.81,0.13,5.74,3,5.305479600000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,45,3,Rubona,Maize + Desmodium,426,26310.74224385872,22.63,0.18,5.21,4,4.420133099999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,80,2,Rubona,Napier grass,309,14707.894296612432,23.65,0.14,5.65,2,4.1675505
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,57,3,Rubona,maize monoculture,401,81723.92188345928,23.87,0.15,5.16,1,4.9123492
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,57,3,Rubona,maize monoculture,408,16700,28.74,0.17,5.45,2,4.222716471147583
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,57,3,Rubona,maize monoculture,415,16700,26.37,0.16,5.33,3,4.222716471147583
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,68,2,Rubona,Napier + Desmodium,327,190003.6745444862,21.95,0.1,5.26,4,5.278762
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,58,4,Rubona,maize monoculture,522,9811.450113163024,24.36,0.140159046,5.05,4,3.9917331999999996
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,6,6,Karama,Brachiaria + Desmodium,735,48697.87381365995,24.14,0.116031887,6.09,1,4.6875100000000005
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,6,6,Karama,Brachiaria + Desmodium,742,59145.26745313018,23.68,0.120580236,5.93,2,4.771920000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,6,6,Karama,Brachiaria + Desmodium,749,172985.6190167298,21.14,0.114901257,6.29,3,5.238010000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,6,6,Karama,Brachiaria + Desmodium,749,160317.1560211327,21.32,0.114901257,6.29,3,5.204980000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,6,6,Karama,Brachiaria + Desmodium,756,60920.71614747579,23.61,0.117540687,5.94,4,4.784765000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,6,6,Karama,Brachiaria + Desmodium,756,43816.22923083278,24.39,0.117540687,5.94,4,4.641635
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,17,5,Karama,Brachiaria cv. Mulato II,652,61351.23836736105,23.593333333333334,0.16,6.47,4,4.787823333333334
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,59,5,Rubona,maize monoculture,601,24153.974307102413,22.78,0.12,5.16,1,4.382988599999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,48,6,Rubona,Maize + Desmodium,705,118266.02496486611,22.04,0.152052239,5.39,1,5.07286
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,48,6,Rubona,Maize + Desmodium,712,149205.55759528253,21.49,0.176735798,5.44,2,5.1737850000000005
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,48,6,Rubona,Maize + Desmodium,719,73367.71611402073,23.17,0.1776028,5.39,3,4.865505
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,48,6,Rubona,Maize + Desmodium,719,94537.69299494442,22.57,0.1776028,5.39,3,4.975605000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,22,4,Rubona,Brachiaria cv. Mulato II,524,49545.29287712922,21.52,0.136363636,5.35,4,4.6950024
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,10,4,Rubona,Brachiaria + Desmodium,514,58895.891495745884,23.69,0.1352657,NA,2,4.770085
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,72,6,Rubona,Napier + Desmodium,706,120791.11773237727,21.99,0.16462841,5.29,1,5.082035000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,34,4,Rubona,Desmodium distortum,518,11444.407149692479,24.09,0.153623188,5.34,3,4.058593299999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,72,6,Rubona,Napier + Desmodium,720,161677.6544518407,21.3,0.16146789,5.42,3,5.2086500000000004
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,72,6,Rubona,Napier + Desmodium,720,116284.01005359452,22.08,0.16146789,5.42,3,5.065520000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,31,1,Rubona,Desmodium distortum,204,304061.0563719161,20.88,0.06,5.61,1,5.482960800000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,42,6,Karama,Maize + Desmodium,733,76534.10361344807,23.07,0.117967332,6.16,1,4.8838550000000005
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,42,6,Karama,Maize + Desmodium,740,206576.06479387288,20.72,0.117647059,5.96,2,5.315080000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,31,1,Rubona,Desmodium distortum,225,170985.93989501757,22.19,0.06,5.22,4,5.2329604000000005
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,54,6,Karama,maize monoculture,729,37316.85199013281,24.77,0.101754386,5.88,1,4.571905000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,54,6,Karama,maize monoculture,736,66292.59200008771,23.41,0.107843137,5.85,2,4.821465000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,54,6,Karama,maize monoculture,743,64633.10200820607,23.47,0.107376284,6.22,3,4.810455000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,54,6,Karama,maize monoculture,750,124943.88334442617,21.91,0.108156028,6.31,4,5.0967150000000006
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,65,5,Karama,Napier + Desmodium,634,4362.395131502815,29.85,0.13,6.34,1,3.6397250000000003
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,65,5,Karama,Napier + Desmodium,641,56698.29510130438,23.78,0.14,6.25,2,4.75357
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,49,1,Karama,maize monoculture,236,377113.77816067776,20.39,0.12,5.85,2,5.5764724
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,81,3,Rubona,Napier grass,402,16700,25.6,0.14,5.99,1,4.222716471147583
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,69,3,Rubona,Napier + Desmodium,406,92018.68019986553,23.6,0.16,5.29,1,4.963876
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,69,3,Rubona,Napier + Desmodium,420,117175.81961982748,23.05,0.14,5.42,3,5.068838
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,69,3,Rubona,Napier + Desmodium,427,9058.681702581742,24.5,0.17,5.26,4,3.957064999999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,80,2,Rubona,Napier grass,302,246239.43160177398,21.36,0.13,5.99,1,5.391357600000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,20,2,Rubona,Brachiaria cv. Mulato II,324,222568.85931045524,21.59,0.12,5.35,4,5.347464400000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,80,2,Rubona,Napier grass,316,155861.44561377214,19.51,0.13,5.34,3,5.192738699999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,80,2,Rubona,Napier grass,323,147256.6105608118,22.53,0.11,5.29,4,5.1680748
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,58,4,Rubona,maize monoculture,515,71531.11587038764,23.23,0.154368932,5.33,3,4.854495
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,58,4,Rubona,maize monoculture,515,31781.544576034914,25.15,0.154368932,5.33,3,4.502175000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,27,3,Karama,Desmodium distortum,453,54588.29124803866,21.35,0.13,6.48,4,4.737099499999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,74,2,Karama,Napier grass,351,82808.40125641476,23.84,0.15,6.49,4,4.9180744
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,5,5,Karama,Brachiaria + Desmodium,635,135007.118061126,21.726666666666667,0.13,6.09,1,5.130356666666668
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,28,4,Karama,Desmodium distortum,539,51269.63197645296,21.46,0.121807466,6.21,2,4.709860199999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,39,3,Karama,Maize + Desmodium,433,39893.57898013756,21.9,0.15,6.16,1,4.600903
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,40,4,Karama,Maize + Desmodium,533,34006.86520703867,22.18,0.117475728,6.16,1,4.5315666
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,40,4,Karama,Maize + Desmodium,540,19897.31154383587,23.12,0.129126214,5.96,2,4.298794399999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,22,4,Rubona,Brachiaria cv. Mulato II,503,50113.5305136255,21.5,0.155599604,5.65,1,4.699954999999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,22,4,Rubona,Brachiaria cv. Mulato II,510,209211.23347023703,20.69,0.142433234,5.55,2,5.320585
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,22,4,Rubona,Brachiaria cv. Mulato II,510,91395.53933361132,22.65,0.142433234,5.55,2,4.9609250000000005
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,22,4,Rubona,Brachiaria cv. Mulato II,510,24570.698338585873,22.75,0.142433234,5.55,2,4.390417499999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,22,4,Rubona,Brachiaria cv. Mulato II,517,142429.51649732934,21.6,0.15628091,5.74,3,5.153600000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,22,4,Rubona,Brachiaria cv. Mulato II,517,43208.699990815905,21.76,0.15628091,5.74,3,4.635571199999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,4,4,Karama,Brachiaria + Desmodium,549,51562.800867791855,21.45,0.11804878,6.29,3,4.712336499999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,4,4,Karama,Brachiaria + Desmodium,556,25281.276585983505,22.7,0.129970902,5.94,4,4.402799
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,34,4,Rubona,Desmodium distortum,511,19671.695803567334,23.14,0.131868132,5.31,2,4.293841799999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,10,4,Rubona,Brachiaria + Desmodium,514,18059.14978044403,23.29,0.1352657,NA,2,4.2566973
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,84,6,Rubona,Napier grass,716,64156.9559752464,23.4875,0.156669651,5.34,3,4.8072437500000005
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,37,1,Karama,Maize + Desmodium,254,190003.6745444862,21.95,0.16,6.25,4,5.278762
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,32,2,Rubona,Desmodium distortum,304,225522.3560519433,21.56,0.14,5.61,1,5.3531896
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,32,2,Rubona,Desmodium distortum,311,43704.26290170135,21.74,0.1,5.31,2,4.6405237999999995
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,32,2,Rubona,Desmodium distortum,318,227513.09580938573,21.54,0.13,5.34,3,5.3570064
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,32,2,Rubona,Desmodium distortum,325,163635.07505178166,22.29,0.1,5.22,4,5.2138764
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,75,3,Karama,Napier grass,451,13735.197228889407,23.77,0.14,6.49,4,4.1378349
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,9,3,Rubona,Brachiaria + Desmodium,428,21673.99156426537,22.97,0.14,5.78,4,4.3359388999999995
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,24,6,Rubona,Brachiaria cv. Mulato II,724,82931.59153870323,22.88,0.14986124,5.35,4,4.91872
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,26,2,Karama,Desmodium distortum,332,203843.28053787572,21.79,0.12,6.13,1,5.309296400000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,26,2,Karama,Desmodium distortum,339,152525.33937916267,22.45,0.12,6.21,2,5.183342000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,67,1,Rubona,Napier + Desmodium,220,300078.99732052354,20.91,0.06,5.42,3,5.4772356
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,54,6,Karama,maize monoculture,750,144246.40559741925,21.57,0.108156028,6.31,4,5.159105
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,61,1,Karama,Napier + Desmodium,248,219654.04229524618,21.62,0.13,6.25,3,5.3417392
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,49,1,Karama,maize monoculture,243,184248.1772001023,22.02,0.12,6.22,3,5.265403200000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,81,3,Rubona,Napier grass,416,40815.20667803204,25.45,0.16,5.34,3,4.610822000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,45,3,Rubona,Maize + Desmodium,405,72900.54918155305,24.13,0.15,5.39,1,4.8627308000000005
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,45,3,Rubona,Maize + Desmodium,412,52895.3627723363,24.86,0.15,5.44,2,4.7234176
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,41,5,Karama,Maize + Desmodium,647,39092.18991832213,24.66,0.13,6.19,3,4.592090000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,53,5,Karama,maize monoculture,636,57239.88466357789,23.7575,0.13,5.85,2,4.75769875
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,15,3,Karama,Brachiaria cv. Mulato II,452,42718.75627088209,21.78,0.16,6.47,4,4.630618599999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,74,2,Karama,Napier grass,330,238780.46851558966,21.43,0.14,5.99,1,5.3779988
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,27,3,Karama,Desmodium distortum,446,11509.848309044808,24.08,0.14,5.85,3,4.0610696
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,58,4,Rubona,maize monoculture,515,8556.615165559235,24.6,0.154368932,5.33,3,3.932301999999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,60,6,Rubona,maize monoculture,722,145470.52292410567,21.55,0.157798165,5.05,4,5.162775
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,28,4,Karama,Desmodium distortum,532,41755.472262180425,21.82,0.123781676,6.13,1,4.6207134
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,12,6,Rubona,Brachiaria + Desmodium,707,64906.77036235879,23.46,0.168007149,5.51,1,4.81229
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,28,4,Karama,Desmodium distortum,546,43455.77503668937,21.75,0.106237817,5.85,3,4.638047499999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,28,4,Karama,Desmodium distortum,553,57791.30480171501,21.25,0.123505976,6.48,4,4.7618624999999994
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,5,5,Karama,Brachiaria + Desmodium,642,150471.75974107493,21.47,0.14,5.93,2,5.177455
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,18,6,Karama,Brachiaria cv. Mulato II,731,38599.79516181441,24.69,0.158362989,6.06,1,4.586585
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,5,5,Karama,Brachiaria + Desmodium,649,138864.10518899548,21.66,0.13,6.29,3,5.14259
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,73,1,Karama,Napier grass,244,320524.77205149765,20.76,0.15,6.15,3,5.5058616
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,29,5,Karama,Desmodium distortum,639,114335.21163970344,22.12,0.14,6.21,2,5.05818
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,18,6,Karama,Brachiaria cv. Mulato II,752,83282.73903833571,22.87,0.134683099,6.47,4,4.920555
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,4,4,Karama,Brachiaria + Desmodium,542,37255.242960555595,22.02,0.120706575,5.93,2,4.5711873999999995
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,78,6,Karama,Napier grass,751,61959.085633994095,23.57,0.122854562,6.49,4,4.792105
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,50,2,Karama,maize monoculture,350,201173.69834929536,21.82,0.13,6.31,4,5.3035712
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,10,4,Rubona,Brachiaria + Desmodium,507,14876.579929648666,23.63,0.144288577,5.51,1,4.172503099999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,24,6,Rubona,Brachiaria cv. Mulato II,703,175934.09040302513,21.1,0.168674699,5.65,1,5.24535
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,48,6,Rubona,Maize + Desmodium,726,36076.550059806475,24.85,0.174872666,5.21,4,4.557225
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,7,1,Rubona,Brachiaria + Desmodium,207,164355.71120462983,22.28,0.02,5.51,1,5.215784800000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,47,5,Rubona,Maize + Desmodium,612,114556.17388437783,20.05,0.13,5.44,2,5.059018499999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,10,4,Rubona,Brachiaria + Desmodium,528,61883.96046466257,21.13,0.137862138,5.78,4,4.7915781
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,47,5,Rubona,Maize + Desmodium,626,53357.35587884975,21.39,0.13,5.21,4,4.727194299999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,77,5,Karama,Napier grass,644,93346.92152830858,22.6,0.14,6.15,3,4.9701
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,77,5,Karama,Napier grass,651,213678.09343847109,20.64,0.15,6.49,4,5.32976
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,42,6,Karama,Maize + Desmodium,754,59647.191548784554,23.66,0.108991826,6.25,4,4.77559
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,84,6,Rubona,Napier grass,709,133118.98574511506,21.76,0.177756654,5.65,2,5.12424
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,13,1,Karama,Brachiaria cv. Mulato II,245,292270.6463485863,20.97,0.14,6.15,3,5.465785200000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,13,1,Karama,Brachiaria cv. Mulato II,252,248413.0459383795,21.34,0.11,6.47,4,5.3951744
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,82,4,Rubona,Napier grass,516,6221.068738179791,29.01,0.154455446,5.34,3,3.7938650000000003
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,77,5,Karama,Napier grass,637,149521.10571190118,21.485,0.13,6.77,2,5.1747025
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,67,1,Rubona,Napier + Desmodium,227,246239.43160177398,21.36,0.06,5.26,4,5.391357600000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,61,1,Karama,Napier + Desmodium,255,359318.8491298577,20.5,0.13,6.11,4,5.555480000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,15,3,Karama,Brachiaria cv. Mulato II,438,6929.133041468186,24.97,0.15,6.45,2,3.8406788999999995
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,49,1,Karama,maize monoculture,250,162203.26802344908,22.31,0.13,6.31,4,5.210059600000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,41,5,Karama,Maize + Desmodium,633,53969.31427153673,21.37,0.13,6.16,1,4.732146899999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,14,2,Karama,Brachiaria cv. Mulato II,331,309452.7881413036,20.84,0.13,6.06,1,5.490594400000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,65,5,Karama,Napier + Desmodium,641,29485.177733334684,25.3275,0.14,6.25,2,4.46960375
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,65,5,Karama,Napier + Desmodium,655,29485.177733334684,25.3275,0.17,6.11,4,4.46960375
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,29,5,Karama,Desmodium distortum,646,90626.45662852941,22.67,0.13,5.85,3,4.957255
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,29,5,Karama,Desmodium distortum,646,92561.41817176064,22.62,0.13,5.85,3,4.96643
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,74,2,Karama,Napier grass,337,49958.38608910637,24.99,0.07,6.77,2,4.6986084
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,74,2,Karama,Napier grass,344,147256.6105608118,22.53,0.14,6.15,3,5.1680748
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,84,6,Rubona,Napier grass,723,64360.587530107114,23.48,0.155060353,5.29,4,4.80862
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,24,6,Rubona,Brachiaria cv. Mulato II,717,91395.53933361132,22.65,0.184021544,5.74,3,4.9609250000000005
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,12,6,Rubona,Brachiaria + Desmodium,714,72138.14991031066,23.21,0.159498208,NA,2,4.8581650000000005
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,12,6,Rubona,Brachiaria + Desmodium,721,32735.57698220366,25.08,0.163179916,5.54,3,4.515020000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,78,6,Karama,Napier grass,730,44188.06660986068,24.37,0.117050691,5.99,1,4.6453050000000005
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,17,5,Karama,Brachiaria cv. Mulato II,638,61351.23836736105,23.593333333333334,0.14,6.45,2,4.787823333333334
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,12,6,Rubona,Brachiaria + Desmodium,728,82581.92459275956,22.89,0.136067102,5.78,4,4.916885000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,23,5,Rubona,Brachiaria cv. Mulato II,610,38332.65496099963,21.97,0.13,5.55,2,4.5835688999999995
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,60,6,Rubona,maize monoculture,701,91879.52683901913,22.6375,0.193913043,5.16,1,4.96321875
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,29,5,Karama,Desmodium distortum,653,114335.21163970344,22.12,0.12,6.48,4,5.05818
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,59,5,Rubona,maize monoculture,622,54588.29124803866,21.35,0.12,5.05,4,4.737099499999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,50,2,Karama,maize monoculture,343,227513.09580938573,21.54,0.1,6.22,3,5.3570064
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,78,6,Karama,Napier grass,751,71833.9916746232,23.22,0.122854562,6.49,4,4.856330000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,24,6,Rubona,Brachiaria cv. Mulato II,724,108682.59513469262,22.24,0.14986124,5.35,4,5.036160000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,41,5,Karama,Maize + Desmodium,640,67994.69029866651,23.35,0.15,5.96,2,4.8324750000000005
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,10,4,Rubona,Brachiaria + Desmodium,514,43447.520819579535,24.41,0.1352657,NA,2,4.637965
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,10,4,Rubona,Brachiaria + Desmodium,521,7766.134361821591,24.77,0.155445545,5.54,3,3.8902048999999996
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,7,1,Rubona,Brachiaria + Desmodium,214,288442.9974328199,21,0.07,NA,2,5.46006
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,34,4,Rubona,Desmodium distortum,525,48152.72841308029,21.57,0.131131131,5.22,4,4.682620899999999
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,1,1,Karama,Brachiaria + Desmodium,242,240888.24080165618,21.41,0.13,5.93,2,5.3818156
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,1,1,Karama,Brachiaria + Desmodium,249,159377.1292817252,22.35,0.12,6.29,3,5.202426
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,42,6,Karama,Maize + Desmodium,747,55045.902936945415,23.85,0.098143236,6.19,3,4.740725
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,71,5,Rubona,Napier + Desmodium,620,70555.84540903335,20.9,0.15,5.42,3,4.848533
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,13,1,Karama,Brachiaria cv. Mulato II,238,258434.20852637567,21.25,0.14,6.45,2,5.412350000000001
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,84,6,Rubona,Napier grass,723,43447.520819579535,24.41,0.155060353,5.29,4,4.637965
2,16S,archaea,Archaea-F_KO,Archaea-R_KO,abundance,,61,1,Karama,Napier + Desmodium,234,257301.07459125528,21.26,0.12,6.34,1,5.4104416
